"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""fisherman.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/magikarp.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/magikarp.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/magikarp.png"")"
IVAN;Magikarp;Magikarp;Magikarp
;Level: 5;Level: 6;Level: 7
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""fisherman.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/magikarp.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/tentacool.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/magikarp.png"")"
ANDREW;Magikarp;Tentacool;Magikarp
;Level: 5;Level: 10;Level: 15
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""cycling_triathlete_m.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/voltorb.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/voltorb.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/magnemite.png"")"
JACOB;Voltorb;Voltorb;Magnemite
;Level: 6;Level: 6;Level: 14
;IVs: 2 HP / 2 Atk / 2 Def / 2 SpA / 2 SpD / 2 Spe;IVs: 2 HP / 2 Atk / 2 Def / 2 SpA / 2 SpD / 2 Spe;IVs: 24 HP / 24 Atk / 24 Def / 24 SpA / 24 SpD / 24 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""youngster.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/zigzagoon.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/yamper.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/zigzagoon-galar.png"")"
CALVIN;Zigzagoon @ Oran Berry;Yamper;Zigzagoon-Galar @ Oran Berry
;Ability: Gluttony;Ability: Rattled;Ability: Gluttony
;Level: 7;Level: 7;Level: 8
;- Tackle;Jolly Nature;Adamant Nature
;- Sand Attack;- Nuzzle;- Lick
;- Covet;- Tackle;- Pursuit
;- Baby-Doll Eyes;- Bite;- Sand Attack
;;- Tail Whip;- Headbutt

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""rich_boy.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/zigzagoon.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/poochyena.png"")"
DAWSON;Zigzagoon @ Nugget;Poochyena
;Level: 8;Level: 8
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""lady.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/lotad.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/zigzagoon.png"")"
SARAH;Lotad;Zigzagoon @ Nugget
;Level: 8;Level: 8
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""bug_catcher.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/ledyba.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/venipede.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/tarountula.png"")"
RICK;Ledyba;Venipede;Tarountula
;Ability: Swarm;Ability: Speed Boost;Ability: Insomnia
;Level: 8;Level: 8;Level: 9
;Bold Nature;Adamant Nature;- Tackle
;- Tackle;- Defense Curl;- Skitter Smack
;- Supersonic;- Rollout;- String Shot
;- Light Screen;- Bug Bite;- Trailblaze
;- Reflect;- Poison Sting;

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""school_kid_m.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/ralts.png"")"
JERRY;Ralts
;Level: 9
;IVs: 1 HP / 1 Atk / 1 Def / 1 SpA / 1 SpD / 1 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""twins.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/plusle.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/minun.png"")"
AMY & LIV;Plusle;Minun
;Level: 9;Level: 9
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""lass.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/marill.png"")"
JANICE;Marill
;Level: 9
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""hiker.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/wailmer.png"")"
LUCAS;Wailmer
;Level: 9
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe
;- Splash
;- Water Gun

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""youngster.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/rookidee.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/taillow.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/pidgey.png"")"
ALLEN;Rookidee;Taillow;Pidgey
;Ability: Unnerve;Ability: Guts;Ability: Big Pecks
;Level: 9;Level: 9;Level: 11
;- Pluck;Jolly Nature;Modest Nature
;- Leer;- Quick Attack;- Gust
;- Hone Claws;- Roost;- Round
;- Power Trip;- Pluck;- Quick Attack
;;- Growl;- Roost

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""twins.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/duskull.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/shroomish.png"")"
GINA & MIA;Duskull;Shroomish
;Level: 10;Level: 10
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe
;- Night Shade;- Absorb
;- Disable;- Leech Seed

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""hiker.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/pelipper.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/poochyena.png"")"
MIKE;Pelipper;Poochyena
;Level: 10;Level: 10
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe
;- Gust;- Bite
;- Growl;- Scary Face

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""lady.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/zigzagoon.png"")"
CINDY;Zigzagoon @ Nugget
;Level: 11
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe
;- Tackle
;- Tail Whip

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""youngster.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/rattata-alola.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/lillipup.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/smoliv.png"")"
BILLY;Rattata-Alola;Lillipup;Smoliv @ Oran Berry
;Ability: Hustle;Ability: Vital Spirit;Ability: Harvest
;Level: 11;Level: 11;Level: 11
;- Quick Attack;- Covet;Serious Nature
;- Pursuit;- Retaliate;- Absorb
;- Tackle;- Work Up;- Growth
;- Tail Whip;- Bite;- Tackle

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""sailor.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/wingull.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/machop.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/tentacool.png"")"
DWAYNE;Wingull;Machop;Tentacool
;Level: 11;Level: 11;Level: 11
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""lady.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/skitty.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/jigglypuff.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/togepi.png"")"
CINDY;Skitty (F) @ Oran Berry;Jigglypuff (F) @ Oran Berry;Togepi (F) @ Oran Berry
;Ability: Cute Charm;Ability: Cute Charm;Ability: Serene Grace
;Level: 11;Level: 12;Level: 13
;Adamant Nature;Relaxed Nature;- Attract
;- Attract;- Attract;- Life Dew
;- Fake Out;- Sing;- Metronome
;- Covet;- Disarming Voice;- Fairy Wind
;- Last Resort;- Pound;

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""fisherman.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/tentacool.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/wailmer.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/tentacool.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/wailmer.png"")"
DALE;Tentacool;Wailmer;Tentacool;Wailmer
;Level: 11;Level: 14;Level: 11;Level: 14
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""tuber_m.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/azurill.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/marill.png"")"
SIMON;Azurill;Marill
;Level: 12;Level: 12
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""bug_catcher.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/nymble.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/yanma.png"")"
LYLE;Nymble;Yanma
;Ability: Tinted Lens;Ability: Speed Boost
;Level: 12;Level: 12
;- First Impression;- Gust
;- Bug Bite;- Struggle Bug
;- Assurance;- Quick Attack

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""fisherman.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/magikarp.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/feebas.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/wishiwashi.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/luvdisc.png"")"
DARIAN;Magikarp;Feebas;Wishiwashi;Luvdisc
;Ability: Rattled;Ability: Oblivious;Ability: Schooling;Ability: Hydration
;Level: 12;Level: 12;Level: 12;Level: 12
;- Hydro Pump;- Hydro Pump;- Hydro Pump;- Hydro Pump
;- Flail;- Flail;- Flail;- Flail

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""rich_boy.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/furfrou-diamond-trim.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/carbink.png"")"
WINSTON;Furfrou-Diamond-Trim;Carbink @ Oran Berry
;Ability: Fur Coat;Ability: Clear Body
;Level: 13;Level: 13
;- Headbutt;- Smack Down
;- Baby-Doll Eyes;- Flail
;- Bite;- Harden

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""beauty.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/goldeen.png"")"
JOHANNA;Goldeen
;Level: 13
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""tuber_f.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/marill.png"")"
HAILEY;Marill
;Level: 13
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""aqua_grunt_m.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/skrelp.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/carvanha.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/chewtle.png"")"
GRUNT;Skrelp;Carvanha;Chewtle
;Ability: Poison Touch;Ability: Rough Skin;Ability: Strong Jaw
;Level: 13;Level: 14;Level: 15
;Modest Nature;Jolly Nature;- Bite
;IVs: 0 Atk;- Aqua Jet;- Water Pulse
;- Water Gun;- Assurance;- Headbutt
;- Acid;- Leer;- Rock Throw
;- Acid Armor;;

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""aroma_lady.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/shroomish.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/roselia.png"")"
DAISY;Shroomish;Roselia
;Level: 14;Level: 14
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

"=IFERROR(INDEX('ID Trainer Pics'!C:C; MATCH(""aroma_lady.png""; 'ID Trainer Pics'!A:A; 0)); """")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/roselia.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/shroomish.png"")";"=IMAGE(""https://play.pokemonshowdown.com/sprites/gen5/roselia.png"")"
ROSE;Roselia;Shroomish;Roselia
;Level: 14;Level: 14;Level: 14
;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe;IVs: 0 HP / 0 Atk / 0 Def / 0 SpA / 0 SpD / 0 Spe

